tcgdex_id,name,number,avg1_eur,avg1_usd,updated,run_timestamp,eurusd_rate
ex3-19,Salamence,19/97,190,222.00,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
base2-19,Flareon,19/64,13.68,15.98,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
ex10-19,Vaporeon,19/115,19.94,23.30,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
base4-19,Wigglytuff,19/130,25,29.21,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
base3-19,Dragonite,19/62,169.67,198.24,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
swsh3-20,Charizard VMAX,20/189,34.95,40.84,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
neo4-20,Dark Slowking,20/105,34.95,40.84,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
neo2-20,Espeon,20/75,24.99,29.20,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
neo3-20,Lugia,20/64,48.5,56.67,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
bw7-20,Charizard,20/149,50,58.42,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
col1-20,Rayquaza,20/95,195,227.84,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
gym2-20,Sabrina,20/132,250,292.10,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
ecard1-20,Mewtwo,20/165,50,58.42,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sm10-20,Reshiram & Charizard GX,20/214,20,23.37,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
ecard2-20,Lanturn,20/147,39.99,46.72,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
ecard3-20,Magneton,20/144,59.99,70.09,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sm3-20,Charizard GX,20/147,16.5,19.28,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
ex1-20,Sceptile,20/109,27.95,32.66,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
base2-20,Jolteon,20/64,17.98,21.01,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
base5-20,Dark Blastoise,20/82,320,373.89,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
base1-20,Electabuzz,20/102,50,58.42,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
base4-20,Zapdos,20/130,17.5,20.45,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
base3-20,Gengar,20/62,25,29.21,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
neo4-21,Dark Ursaring,21/105,14.5,16.94,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
neo2-21,Forretress,21/75,99.99,116.83,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
dv1-21,Kyurem,21/20,30,35.05,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
gym1-21,Brock's Onix,21/132,19.95,23.31,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
ecard1-21,Ninetales,21/165,24.99,29.20,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
ecard2-21,Lanturn,21/147,39.99,46.72,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
ecard3-21,Moltres,21/144,115,134.37,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
base5-21,Dark Charizard,21/82,565,660.15,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
base3-21,Haunter,21/62,29.7,34.70,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
ex6-21,Dodrio,21/112,15.57,18.19,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
neo4-22,Light Dragonair,22/105,43.95,51.35,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
neo3-22,Raikou,22/64,209.5,244.78,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
col1-22,Umbreon,22/95,25,29.21,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
ecard1-22,Pichu,22/165,100,116.84,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
ecard2-22,Magneton,22/147,23,26.87,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
ecard3-22,Nidoqueen,22/144,232,271.07,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
base5-22,Dark Dragonite,22/82,300,350.52,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
base4-22,Dragonair,22/130,14.99,17.51,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sm12-22,Charizard & Braixen GX,22/236,18.63,21.77,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
neo2-23,Houndoom,23/75,39.25,45.86,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
bw11-23,Victini,23/113,14.99,17.51,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
ecard1-23,Pidgeot,23/165,40,46.74,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
ecard2-23,Muk,23/147,17.9,20.91,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
base5-23,Dark Dugtrio,23/82,18,21.03,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
base3-23,Hypno,23/62,46,53.75,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
cel25-24A,_____'s Pikachu,24A/25,25.6,29.91,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
neo2-24,Houndour,24/75,31.95,37.33,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
ecard1-24,Poliwrath,24/165,14.94,17.46,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
ecard2-24,Nidoking,24/147,18,21.03,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
ecard3-24,Piloswine,24/144,84.95,99.26,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
ex2-24,Umbreon,24/100,15.4,17.99,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
base5-24,Dark Golbat,24/82,34.98,40.87,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
ex11-24,Mightyena δ,24/113,14.99,17.51,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
base3-24,Kabutops,24/62,18.5,21.62,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
neo4-25,Light Machamp,25/105,13.95,16.30,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
neo2-25,Kabutops,25/75,425,496.57,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
g1-25,Articuno,25/83,40,46.74,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
ecard1-25,Raichu,25/165,59.97,70.07,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
ecard2-25,Ninetales,25/147,165,192.79,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
ecard3-25,Politoed,25/144,37.99,44.39,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
base5-25,Dark Gyarados,25/82,34,39.73,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
xy3-26,Aurorus,26/111,16.9,19.75,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
xy9-26,Gyarados EX,26/122,19.99,23.36,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
neo4-26,Light Piloswine,26/105,14.99,17.51,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
xy0-26,Snorlax,26/39,49.95,58.36,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
ecard1-26,Rapidash,26/165,100,116.84,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
ecard3-26,Poliwrath,26/144,70,81.79,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
base2-26,Scyther,26/64,16.22,18.95,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
ex13-26,Rayquaza δ,26/110,43.75,51.12,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
base5-26,Dark Hypno,26/82,39,45.57,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
base3-26,Magneton,26/62,32.85,38.38,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
neo2-27,Politoed,27/75,27,31.55,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
neo3-27,Suicune,27/64,319.99,373.88,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
xy0-27,Miltank,27/39,12.99,15.18,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
gym1-27,Lt. Surge's Electabuzz,27/132,34.99,40.88,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
ecard3-27,Raichu,27/144,24.99,29.20,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
base2-27,Snorlax,27/64,30.5,35.64,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
base5-27,Dark Machamp,27/82,33,38.56,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
base3-27,Moltres,27/62,29.95,34.99,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
neo4-28,Unown [H],28/105,12.99,15.18,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
g1-28,Jolteon EX,28/83,15.5,18.11,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
bw11-28,Reshiram,28/113,129,150.72,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sm6-28,Aurorus,28/131,20,23.37,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
gym2-28,Lt. Surge's Jolteon,28/132,28.88,33.74,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
ecard1-28,Typhlosion,28/165,25,29.21,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
ecard3-28,Raikou,28/144,130,151.89,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
base5-28,Dark Magneton,28/82,13,15.19,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
lc-29,Mewtwo,29/110,27.9,32.60,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
neo2-29,Scizor,29/75,22.5,26.29,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
g1-29,Zapdos,29/83,25,29.21,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
gym2-29,Sabrina's Gengar,29/132,250,292.10,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
ecard2-29,Primeape,29/147,22,25.70,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
ecard3-29,Rhydon,29/144,100,116.84,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
base5-29,Dark Slowbro,29/82,15,17.53,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
ex4-29,Team Aqua's Manectric,29/95,50,58.42,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
base3-29,Raichu,29/62,40,46.74,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
neo4-30,Unown [X],30/105,24.9,29.09,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
neo2-30,Smeargle,30/75,14.49,16.93,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
ecard1-30,Venusaur,30/165,24.99,29.20,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
ecard3-30,Starmie,30/144,50,58.42,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
base5-30,Dark Vileplume,30/82,19,22.20,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
base3-30,Zapdos,30/62,29.43,34.39,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
neo2-31,Tyranitar,31/75,40.73,47.59,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
ecard3-31,Steelix,31/144,53.5,62.51,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
base5-31,Dark Weezing,31/82,40,46.74,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sm115-31,Mewtwo GX,31/68,19.9,23.25,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
neo2-32,Umbreon,32/75,719.5,840.66,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
ecard1-32,Weezing,32/165,23.95,27.98,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
ecard2-32,Scizor,32/147,30,35.05,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
ecard3-32,Umbreon,32/144,280,327.15,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
base2-32,Wigglytuff,32/64,28.75,33.59,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sm115-32,Mew,32/68,19.9,23.25,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
gym1-33,Rocket's Snorlax,33/132,16,18.69,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
ecard1-33,Alakazam,33/165,62.95,73.55,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
ecard3-33,Vaporeon,33/144,136.48,159.46,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
ex4-33,Team Magma's Claydol,33/95,39.99,46.72,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sm9-33,Pikachu & Zekrom GX,33/181,49.99,58.41,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
xy4-34,Gengar EX,34/119,28.9,33.77,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
neo2-34,Ursaring,34/75,25.33,29.60,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
bw3-34,Kyurem,34/101,14.99,17.51,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
ecard2-34,Slowking,34/147,19.86,23.20,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
ex4-34,Team Magma's Houndoom,34/95,32.99,38.55,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
ecard1-35,Arbok,35/165,25.55,29.85,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
ecard2-35,Steelix,35/147,550,642.62,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
ecard3-35,Xatu,35/144,78.79,92.06,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sm11-35,Slowpoke & Psyduck GX,35/236,41,47.90,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
ecard1-36,Blastoise,36/165,104.69,122.32,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
ecard2-36,Sudowoodo,36/147,40,46.74,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
ex7-36,Dark Gyarados,36/109,19.99,23.36,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
ecard1-37,Blastoise,37/165,104.69,122.32,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
ecard2-37,Suicune,37/147,70,81.79,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
ecard3-37,Kabuto,37/144,115,134.37,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
ex7-37,Dark Houndoom,37/109,29.99,35.04,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
ecard1-38,Butterfree,38/165,26.5,30.96,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
ecard2-38,Tentacruel,38/147,26,30.38,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
ex5-38,Lanturn,38/101,22.9,26.76,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sm12-38,Blastoise & Piplup GX,38/236,15,17.53,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
neo2-39,Houndour,39/75,31.95,37.33,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
gym2-39,Erika's Bulbasaur,39/132,17.62,20.59,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
ecard1-39,Charizard,39/165,350,408.94,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
ecard2-39,Togetic,39/147,15,17.53,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sm9-39,Electrode,39/181,22.5,26.29,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sm3.5-40,Shining Mew,40/73,50,58.42,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
ecard1-40,Charizard,40/165,350,408.94,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
ecard2-40,Tyranitar,40/147,109.85,128.35,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
ecard1-41,Clefable,41/165,45,52.58,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
ecard2-41,Umbreon,41/147,220,257.05,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
ex13-41,Exeggutor δ,41/110,30,35.05,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
xy6-42,Jirachi,42/108,15,17.53,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
ecard1-42,Cloyster,42/165,15,17.53,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
ecard2-42,Victreebel,42/147,13.98,16.33,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
ecard1-43,Dragonite,43/165,125,146.05,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
ecard2-43,Vileplume,43/147,12.99,15.18,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
ecard3-43,Piloswine,43/144,84.95,99.26,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
swsh4-44,Pikachu VMAX,44/185,18,21.03,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
ecard1-44,Dugtrio,44/165,14,16.36,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
ecard2-44,Zapdos,44/147,135.45,158.26,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
ecard3-44,Starmie,44/144,50,58.42,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sm115-44,Moltres & Zapdos & Articuno GX,44/68,33.28,38.88,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
ecard1-45,Fearow,45/165,18.77,21.93,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
pl4-46,Ponyta,46/99,100,116.84,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
neo4-46,Light Flareon,46/105,19.95,23.31,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
ecard1-46,Feraligatr,46/165,30,35.05,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
ecard1-47,Feraligatr,47/165,30,35.05,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
neo4-48,Light Jolteon,48/105,39.95,46.68,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
ecard1-48,Gengar,48/165,60,70.10,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
bw11-49,Emolga,49/113,40.22,46.99,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
ecard1-49,Golem,49/165,29.95,34.99,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
neo4-50,Light Ninetales,50/105,24.99,29.20,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sv08-050,Quaxly,050/191,29.99,35.04,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
base3-50,Kabuto,50/62,18.5,21.62,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
ecard1-51,Machamp,51/165,38,44.40,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
ex13-51,Raichu,51/110,19.5,22.78,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
ex8-51,Weezing,51/107,40,46.74,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
pl4-52,Bagon,52/99,32.58,38.07,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
neo4-52,Light Vaporeon,52/105,20,23.37,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
ecard1-52,Magby,52/165,13.13,15.34,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
bw11-53,Mewtwo,53/113,15.99,18.68,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
ecard1-53,Meganium,53/165,35,40.89,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sm9-53,Gengar & Mimikyu GX,53/181,199,232.51,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
xy7-54,Gardevoir,54/98,17.9,20.91,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
ecard1-54,Meganium,54/165,35,40.89,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sm12-54,Piplup,54/236,29.47,34.43,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sm11-54,Raichu & Alolan Raichu GX,54/236,13.99,16.35,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
xy5-55,Primal Kyogre EX,55/160,71.89,84.00,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
xy10-55,Umbreon EX,55/124,12.99,15.18,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
ecard1-55,Mew,55/165,16,18.69,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
ecard3-55,Farfetch'd,55/144,19.95,23.31,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
neo2-56,Kabuto,56/75,425,496.57,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sm3.5-56,Shining Rayquaza,56/73,40,46.74,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
ecard1-56,Mewtwo,56/165,50,58.42,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
ecard3-56,Forretress,56/144,175,204.47,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
xy7-57,Giratina EX,57/98,15.42,18.02,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
bw4-57,Gardevoir,57/99,14.99,17.51,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
sm3.5-57,Shining Arceus,57/73,12.99,15.18,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
ecard1-57,Ninetales,57/165,24.99,29.20,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
dp7-58,Drifloon,58/100,40,46.74,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
gym1-58,Sabrina's Haunter,58/132,20,23.37,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
ecard1-58,Pichu,58/165,100,116.84,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
dp7-59,Duskull,59/100,72.5,84.71,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
ecard1-59,Pidgeot,59/165,40,46.74,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
dp7-60,Duskull,60/100,72.5,84.71,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
ecard1-60,Poliwrath,60/165,14.94,17.46,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
ecard3-60,Golbat,60/144,24.95,29.15,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
ecard1-61,Raichu,61/165,59.97,70.07,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
xy3-62,Tyrantrum,62/111,16.53,19.31,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
ecard1-62,Rapidash,62/165,100,116.84,2026-01-07T01:48:13.000Z,2026-01-07T22:01:41.172350+00:00,1.1684
